paper_id	0	1	2	3	4	5	6	decision
tyTH9kOxcvh	5.0	8.0	5.0	6.0				Unknown
dHd6pU-8_fF	3.0	5.0	3.0	3.0				Unknown
ArY-zkyHI_l	5.0	5.0	5.0	3.0				Unknown
JfaWawZ8BmX	6.0	6.0	8.0	6.0				Unknown
ab7fanwXWu	3.0	1.0	6.0	5.0				Unknown
Xb2YyVApEj6	5.0	5.0	1.0	3.0				Unknown
jT5vnpqlrSN	5.0	6.0	5.0	5.0				Unknown
8hWs60AZcWk	8.0	3.0	8.0	5.0				Unknown
-Nf6TikpjQ	6.0	6.0	6.0					Unknown
hk3Cxc2laT-	6.0	6.0	5.0	6.0				Unknown
a3hQPNqIFk6	3.0	5.0	5.0	5.0				Unknown
kNKFOXleuC	8.0	6.0	6.0	6.0				Unknown
CuV_qYkmKb3	6.0	6.0	8.0	8.0				Unknown
G33_uTwQiL	3.0	3.0	5.0	3.0				Unknown
hSktDu-h94	6.0	8.0	6.0					Unknown
DBiQQYWykyy	8.0	8.0	6.0	8.0				Unknown
WfvgGBcgbE7	5.0	8.0	6.0	6.0				Unknown
Q8OjAGkxwP5	6.0	6.0	5.0	5.0	6.0			Unknown
Nus6fOfh1HW	5.0	6.0	8.0	5.0				Unknown
dLTXoSIcrik	5.0	5.0	6.0	6.0				Unknown
bYGSzbCM_i	8.0	6.0	5.0	5.0				Unknown
9Cwxjd6nRh	5.0	6.0	5.0	8.0				Unknown
C8Ltz08PtBp	5.0	8.0	6.0	6.0				Unknown
nhN-fqxmNGx	8.0	3.0	6.0	6.0				Unknown
UyBxDoukIB	6.0	6.0	6.0	3.0				Unknown
T__V3uLix7V	6.0	6.0	6.0	6.0				Unknown
BkIV7EOXkSs	5.0	6.0	6.0	6.0				Unknown
By5Uwd_xzNF	3.0	5.0	5.0	5.0	5.0			Unknown
PiDkqc9saaL	5.0	6.0	6.0	8.0	6.0			Unknown
VimqQq-i_Q	6.0	6.0	8.0	6.0				Unknown
jT1EwXu-4hj	6.0	6.0	6.0	5.0				Unknown
ZgV2C9NKk6Q	5.0	5.0	5.0	6.0	5.0			Unknown
EXe93Md8RqS	6.0	6.0	6.0	6.0				Unknown
AP1MKT37rJ	6.0	8.0	6.0	8.0				Unknown
shpkpVXzo3h	8.0	8.0	6.0					Unknown
mqIeP6qPvta	8.0	3.0	6.0	5.0				Unknown
ljCoTzUsdS	5.0	3.0	6.0	3.0				Unknown
lusH5Q9Vt5_	6.0	6.0	5.0	5.0				Unknown
WIJVRV7jnTX	6.0	5.0	5.0	6.0				Unknown
vds4SNooOe	8.0	8.0	6.0					Unknown
e6MWIbNeW1	3.0	6.0	5.0	5.0	3.0	6.0		Unknown
aisKPsMM3fg	6.0	6.0	6.0	6.0				Unknown
dDjSKKA5TP1	8.0	5.0	6.0					Unknown
Yr_1QZaRqmv	3.0	5.0	3.0	6.0				Unknown
Y4cs1Z3HnqL	8.0	8.0	6.0	6.0				Unknown
zfmB5vgfaCt	3.0	5.0	5.0	6.0				Unknown
dn4B7Mes2z	5.0	5.0	6.0	5.0				Unknown
O476oWmiNNp	6.0	6.0	6.0					Unknown
e0TRvNWsVIH	5.0	3.0	3.0	5.0				Unknown
H7Edu1_IZgR	5.0	5.0	3.0	3.0				Unknown
TVHS5Y4dNvM	5.0	5.0	8.0					Unknown
w8HXzn2FyKm	5.0	5.0	5.0	5.0	5.0			Unknown
St-53J9ZARf	6.0	8.0	8.0	5.0				Unknown
e-JV6H8lwpl	6.0	3.0	5.0					Unknown
X0nrKAXu7g-	6.0	3.0	8.0	6.0				Unknown
ECvgmYVyeUz	6.0	8.0	8.0	6.0				Unknown
ms7xJWbf8Ku	3.0	6.0	5.0	6.0	5.0			Unknown
ci7LBzDn2Q	8.0	6.0	6.0	8.0				Unknown
DXU0DQUDWLA	3.0	3.0	3.0	5.0				Unknown
EnwCZixjSh	8.0	6.0	6.0	6.0				Unknown
9rKTy4oZAQt	6.0	5.0	6.0	5.0				Unknown
ZU-zFnTum1N	8.0	6.0	8.0					Unknown
7QDPaL-Yl8U	3.0	6.0	3.0	6.0				Unknown
WZeI0Vro15y	6.0	3.0	5.0	5.0				Unknown
hJk11f5yfy	5.0	3.0	5.0					Unknown
CSfcOznpDY	6.0	6.0	6.0	6.0				Unknown
DhP9L8vIyLc	8.0	6.0	6.0	6.0				Unknown
aBsCjcPu_tE	6.0	8.0	6.0					Unknown
LI2bhrE_2A	8.0	8.0	8.0					Unknown
T_p2GaXuGeA	5.0	5.0	5.0	5.0	6.0			Unknown
2d4riGOpmU8	6.0	3.0	5.0	6.0				Unknown
Dup_dDqkZC5	8.0	8.0	6.0	8.0				Unknown
LczpUPwCnR1	5.0	5.0	3.0	3.0				Unknown
lkQ7meEa-qv	6.0	3.0	5.0	3.0				Unknown
gSdSJoenupI	6.0	8.0	6.0	6.0				Unknown
wbPObLm6ueA	8.0	6.0	5.0	6.0				Unknown
NoE4RfaOOa	1.0	3.0	1.0	5.0				Unknown
7xzVpAP5Cm	8.0	5.0	3.0	5.0				Unknown
cuvga_CiVND	6.0	6.0	8.0	6.0				Unknown
zU2v47WF0Ku	6.0	5.0	6.0	6.0				Unknown
GrFix2vWsh4	3.0	6.0	6.0	5.0				Unknown
KeI9E-gsoB	6.0	8.0	6.0	6.0				Unknown
XSwpJ2bonX	5.0	3.0	3.0	3.0				Unknown
N4KRX61-_1d	6.0	5.0	5.0	6.0				Unknown
rxF4IN3R2ml	5.0	5.0	6.0					Unknown
M6jm8fRG5eq	6.0	8.0	6.0	3.0				Unknown
xiXOrugVHs	6.0	5.0	5.0					Unknown
Xx4MNjSmQQ9	6.0	5.0	5.0					Unknown
kOtkgUGAVTX	3.0	8.0	8.0	6.0				Unknown
ExJ4lMbZcqa	6.0	3.0	6.0	8.0				Unknown
LedObtLmCjS	6.0	6.0	6.0	8.0				Unknown
NZQ8aTScT1-	3.0	5.0	5.0	5.0				Unknown
ibqTBNfJmi	8.0	6.0	6.0	6.0				Unknown
czmQDWhGwd9	5.0	5.0	5.0	5.0				Unknown
PgNEYaIc81Q	6.0	6.0	3.0	5.0				Unknown
nuWpS9FNSKn	6.0	5.0	6.0	6.0				Unknown
qCBmozgVr9r	6.0	5.0	5.0	3.0				Unknown
hjd-kcpDpf2	3.0	6.0	6.0	6.0				Unknown
0q0REJNgtg	6.0	5.0	5.0	6.0				Unknown
z1-I6rOKv1S	8.0	8.0	6.0					Unknown
EXHG-A3jlM	6.0	8.0	6.0					Unknown
YZHES8wIdE	8.0	6.0	8.0	8.0				Unknown
Fh_NyEuejsZ	6.0	6.0	6.0					Unknown
kHNKTO2sYH	6.0	6.0	6.0					Unknown
RDlLMjLJXdq	6.0	6.0	6.0	8.0				Unknown
R-I5CUDOAp7	5.0	5.0	3.0	6.0				Unknown
xtZXWpXVbiK	6.0	8.0	6.0	8.0				Unknown
DBOibe1ISzB	6.0	6.0	3.0	3.0				Unknown
HRL6el2SBQ	6.0	8.0	5.0	3.0				Unknown
HOjLHrlZhmx	3.0	5.0	6.0	6.0				Unknown
lf0W6tcWmh-	5.0	3.0	5.0	6.0	5.0			Unknown
0Mo_5PkLpwc	5.0	8.0	6.0					Unknown
Jvoe8JCGvy	3.0	6.0	5.0	5.0				Unknown
C54V-xTWfi	8.0	6.0	8.0	8.0	5.0			Unknown
541PxiEKN3F	6.0	5.0	6.0	6.0				Unknown
0rcbOaoBXbg	6.0	8.0	3.0					Unknown
z7DAilcTx7	5.0	5.0	5.0					Unknown
lvM693mon8q	5.0	5.0	5.0	6.0				Unknown
TpJMvo0_pu-	5.0	8.0	6.0	6.0				Unknown
t2LJBsPxQM	8.0	6.0	3.0	6.0				Unknown
3tbDrs77LJ5	8.0	5.0	6.0	8.0				Unknown
nZOUYEN6Wvy	8.0	8.0	8.0	8.0				Unknown
gdegUuC_fxR	5.0	3.0	6.0	6.0	1.0	3.0		Unknown
JedTK_aOaRa	5.0	8.0	5.0	5.0	3.0			Unknown
gICys3ITSmj	6.0	5.0	5.0	6.0				Unknown
xD3RiCCfsY	6.0	5.0	6.0	5.0				Unknown
JvPopr9skL0	5.0	5.0	6.0	6.0				Unknown
Xo0lbDt975	6.0	6.0	6.0	6.0				Unknown
qhAeZjs7dCL	8.0	8.0	8.0	6.0				Unknown
l3SDgUh7qZO	8.0	8.0	8.0					Unknown
V70cjLuGACn	5.0	5.0	3.0	6.0				Unknown
EAy7C1cgE1L	8.0	8.0	3.0	6.0				Unknown
yrD7B9N_54F	5.0	8.0	5.0	3.0				Unknown
lu_DAxnWsh	3.0	3.0	3.0	3.0				Unknown
_K6rwRjW9WO	8.0	6.0	6.0	5.0				Unknown
HRF6T1SsyDn	5.0	3.0	5.0	5.0	3.0			Unknown
qqdXHUGec9h	6.0	8.0	3.0					Unknown
H4EXaI6HR2	3.0	1.0	3.0					Unknown
7b4zxUnrO2N	8.0	8.0	8.0	8.0				Unknown
8uqOMUHgW4M	3.0	6.0	8.0	6.0	5.0			Unknown
cuGIoqAJf6p	5.0	5.0	8.0					Unknown
e95i1IHcWj	6.0	6.0	6.0	8.0	8.0			Unknown
QKEkEFpKBBv	3.0	3.0	3.0	3.0				Unknown
naoQDOYsHnS	6.0	5.0	6.0	5.0				Unknown
pFyXqxChZc	8.0	8.0	6.0					Unknown
-e4EXDWXnSn	8.0	6.0	6.0					Unknown
YRDlrT00BP	5.0	6.0	3.0					Unknown
xS8AMYiEav3	8.0	6.0	8.0	5.0				Unknown
cggphp7nPuI	6.0	5.0	5.0	6.0				Unknown
Y1O-K5itG09	5.0	8.0	5.0	5.0	5.0			Unknown
IY6Zt3Qu0cT	3.0	6.0	3.0	6.0				Unknown
Tu6SpFYWTA	6.0	3.0	6.0					Unknown
GU11Lbci5J	6.0	3.0	6.0	6.0				Unknown
CzceR82CYc	8.0	8.0	10.0	8.0				Unknown
oaKw-GmBZZ	5.0	3.0	6.0	5.0				Unknown
MeMMmuWRXsy	5.0	5.0	3.0					Unknown
-uZp67PZ7p	6.0	5.0	5.0	6.0				Unknown
BwPaPxwgyQb	8.0	6.0	6.0	5.0				Unknown
tFgdrQbbaa	5.0	6.0	6.0	8.0				Unknown
CmsfC7u054S	8.0	8.0	6.0	6.0	6.0			Unknown
7MV6uLzOChW	8.0	6.0	8.0	8.0				Unknown
7QfLW-XZTl	3.0	6.0	6.0	8.0				Unknown
PVJ6j87gOHz	6.0	5.0	6.0	5.0	3.0			Unknown
VFBjuF8HEp	6.0	8.0	6.0	6.0				Unknown
CS4463zx6Hi	6.0	6.0	5.0	6.0				Unknown
Fza94Y8VS4a	5.0	8.0	6.0	6.0				Unknown
KB5onONJIAU	8.0	8.0	8.0					Unknown
0no8Motr-zO	8.0	8.0	5.0	8.0				Unknown
yeP_zx9vqNm	8.0	8.0	8.0	8.0				Unknown
6y2KBh-0Fd9	8.0	8.0	6.0	8.0				Unknown
2DJwuD-elOt	6.0	5.0	5.0	5.0				Unknown
CES-KyrKcTM	3.0	1.0	5.0	6.0				Unknown
PQTW3iG4sC-	6.0	8.0	8.0	3.0				Unknown
zz9hXVhf40	6.0	6.0	8.0	6.0	8.0			Unknown
w_drCosT76	5.0	8.0	10.0	6.0				Unknown
jeLW-Fh9bV	6.0	6.0	8.0	6.0				Unknown
BsDYmsrCjr	5.0	5.0	5.0	3.0				Unknown
DrZXuTGg2A-	6.0	8.0	8.0	6.0				Unknown
4-D6CZkRXxI	6.0	8.0	6.0	8.0				Unknown
0kPL3xO4R5	6.0	8.0	8.0					Unknown
J_PHjw4gvXJ	6.0	6.0	8.0	6.0				Unknown
ErX-xMSek2	3.0	6.0	3.0	5.0	5.0			Unknown
d5IQ3k7ed__	5.0	6.0	3.0	5.0				Unknown
eypsJ0rvAqo	6.0	5.0	5.0					Unknown
WxBFVNbDUT6	3.0	5.0	3.0	3.0				Unknown
TrjbxzRcnf-	6.0	5.0	6.0	8.0				Unknown
Z1Qlm11uOM	6.0	8.0	6.0	8.0				Unknown
93SVBUB1r5C	6.0	5.0	5.0					Unknown
lgOylcEZQgr	3.0	6.0	6.0	6.0				Unknown
QjOQkpzKbNk	8.0	6.0	5.0					Unknown
d7-GwtDWNNJ	5.0	5.0	5.0	6.0				Unknown
yOBqNg-CqB0	8.0	8.0	3.0	3.0				Unknown
QFNIpIrkANz	3.0	5.0	3.0	8.0				Unknown
eCPCn25gat	5.0	3.0	3.0	6.0				Unknown
Rx_nbGdtRQD	8.0	6.0	3.0	5.0				Unknown
Ve0Wth3ptT_	6.0	6.0	8.0	6.0				Unknown
bsr02xd-utn	5.0	5.0	5.0	5.0				Unknown
SvFQBlffMB	5.0	5.0	6.0	5.0				Unknown
3YqeuCVwy1d	5.0	8.0	6.0	6.0				Unknown
fUhxuop_Q1r	5.0	3.0	5.0	5.0				Unknown
W6BpshgRi0q	3.0	6.0	5.0	5.0				Unknown
lrocYB-0ST2	8.0	8.0	6.0	8.0				Unknown
KmtVD97J43e	8.0	8.0	5.0	6.0				Unknown
PaQhL90tLmX	3.0	6.0	5.0					Unknown
EYCm0AFjaSS	5.0	5.0	5.0	6.0	5.0			Unknown
Fn7i_r5rR0q	8.0	6.0	5.0	6.0				Unknown
qTBC7E4c454	5.0	6.0	8.0	6.0				Unknown
hRVZd5g-z7	6.0	6.0	6.0	6.0	6.0			Unknown
P7FLfMLTSEX	6.0	8.0	6.0	6.0	5.0			Unknown
j8J97VgdmsT	5.0	3.0	5.0	3.0				Unknown
6VpeS27viTq	8.0	6.0	8.0	8.0				Unknown
4p6_5HBWPCw	3.0	8.0	10.0	8.0				Unknown
8in_5gN9I0	6.0	8.0	6.0					Unknown
lbauk6wK2-y	5.0	6.0	5.0	6.0				Unknown
7inCJ3MhXt3	6.0	5.0	8.0	8.0				Unknown
jJOjjiZHy3h	8.0	6.0	6.0	6.0				Unknown
RhB1AdoFfGE	6.0	8.0	8.0	6.0				Unknown
XJiajt89Omg	8.0	5.0	5.0					Unknown
JBAZe2yN6Ub	6.0	5.0	8.0	8.0				Unknown
JpNH4CW_zl	5.0	5.0	3.0					Unknown
kQ2SOflIOVC	6.0	5.0	8.0	8.0	6.0			Unknown
30SXt3-vvnM	3.0	6.0	3.0	6.0				Unknown
5fbUEUTZEn7	6.0	6.0	5.0					Unknown
uut_j3UrRCg	5.0	3.0	3.0	5.0				Unknown
ySQH0oDyp7	8.0	6.0	8.0	8.0				Unknown
mwdfai8NBrJ	5.0	6.0	6.0	8.0	6.0			Unknown
ht61oVsaya	3.0	5.0	3.0	3.0				Unknown
WH6u2SvlLp4	6.0	8.0	6.0	6.0				Unknown
EMigfE6ZeS	6.0	8.0	8.0					Unknown
kAa9eDS0RdO	8.0	5.0	6.0	5.0				Unknown
GthNKCqdDg	3.0	5.0	5.0	3.0				Unknown
MvO2t0vbs4-	6.0	6.0	6.0					Unknown
gEZrGCozdqR	8.0	8.0	8.0	8.0				Unknown
OkB0tlodmH	3.0	6.0	3.0					Unknown
oiZJwC_fyS	5.0	5.0	5.0	6.0				Unknown
c8JDlJMBeyh	6.0	6.0	5.0	5.0				Unknown
hR_SMu8cxCV	8.0	8.0	10.0	8.0				Unknown
nL2lDlsrZU	6.0	3.0	3.0	5.0				Unknown
MP904TiHqJ-	6.0	6.0	6.0	6.0				Unknown
d_2lcDh0Y9c	8.0	3.0	8.0	6.0				Unknown
Ek7PSN7Y77z	8.0	6.0	8.0	6.0				Unknown
-cII-Vju5C	3.0	3.0	3.0	3.0				Unknown
5hLP5JY9S2d	8.0	6.0	8.0					Unknown
yV4_fWe4nM	6.0	5.0	3.0	5.0				Unknown
HfUyCRBeQc	6.0	5.0	5.0	8.0				Unknown
V0A5g83gdQ_	5.0	6.0	6.0	5.0				Unknown
HO_LL-oqBzW	3.0	8.0	5.0	6.0	3.0			Unknown
UYneFzXSJWh	8.0	8.0	8.0	8.0				Unknown
FFM_oJeqZx	3.0	5.0	5.0	6.0				Unknown
ckZY7DGa7FQ	3.0	8.0	8.0	8.0				Unknown
3Pbra-_u76D	6.0	6.0	8.0					Unknown
6Qvjzr2VGLl	3.0	5.0	6.0					Unknown
CNY9h3uyfiO	5.0	6.0	3.0	3.0				Unknown
-9ffJ9NQmal	3.0	6.0	5.0	3.0				Unknown
9xhgmsNVHu	6.0	10.0	6.0	6.0				Unknown
tgcAoUVHRIB	5.0	6.0	5.0	8.0				Unknown
45Mr7LeKR9	8.0	8.0	8.0	8.0				Unknown
CrCvGNHAIrz	6.0	6.0	5.0	8.0				Unknown
-uPIaaZdMLF	6.0	6.0	6.0	6.0				Unknown
ErsRrojuPzw	6.0	5.0	5.0	3.0				Unknown
zeGpMIt6Pfq	3.0	3.0	6.0					Unknown
UjynxfqnGWG	3.0	5.0	6.0	8.0				Unknown
E0zOKxQsZhN	6.0	8.0	5.0					Unknown
HiHWMiLP035	3.0	5.0	5.0	3.0				Unknown
RQLLzMCefQu	8.0	8.0	8.0	8.0				Unknown
xKZ4K0lTj_	6.0	8.0	6.0	6.0				Unknown
on54StZqGQ_	6.0	6.0	5.0	6.0				Unknown
ZKy2X3dgPA	8.0	6.0	6.0	6.0	6.0			Unknown
hq7vLjZTJPk	6.0	5.0	5.0	3.0				Unknown
Vr_BTpw3wz	8.0	6.0	8.0	6.0				Unknown
mRc_t2b3l1-	6.0	3.0	6.0	5.0				Unknown
oOuPVoT1kA5	8.0	3.0	6.0	3.0				Unknown
92awwjGxIZI	6.0	8.0	5.0	5.0				Unknown
92tYQiil17	8.0	6.0	6.0	8.0				Unknown
dg79moSRqIo	6.0	6.0	6.0	6.0				Unknown
JsfFpJhI4BV	6.0	5.0	5.0					Unknown
YVa8X_2I1b	5.0	5.0	5.0	5.0				Unknown
mQDpmgFKu1P	3.0	3.0	3.0	5.0				Unknown
gijKplIZ2Y-	8.0	5.0	5.0	6.0				Unknown
UeRmyymo3kb	5.0	3.0	6.0					Unknown
Mo9R9oqzPo	6.0	5.0	5.0	3.0				Unknown
Az7opqbQE-3	6.0	6.0	8.0	5.0				Unknown
RVdN1-eDZ1b	3.0	6.0	6.0	5.0				Unknown
eo1barn2Xmd	3.0	5.0	6.0	3.0	3.0			Unknown
S5qdnMhf7R	5.0	5.0	6.0	8.0				Unknown
WQc075jmBmf	8.0	5.0	5.0	5.0				Unknown
M5hiCgL7qt	3.0	3.0	5.0	5.0	3.0			Unknown
J7b4BCtDm4	8.0	5.0	5.0	8.0				Unknown
G1J5OYjoiWb	6.0	3.0	3.0	3.0				Unknown
Sq0-tgDyHe4	8.0	8.0	8.0	6.0	8.0			Unknown
xxU6qGx-2ew	6.0	3.0	5.0	5.0				Unknown
7ADMMyZpeY	6.0	5.0	8.0	6.0	6.0			Unknown
-BTmxCddppP	6.0	3.0	6.0	10.0	8.0			Unknown
8gX3bY78aCb	5.0	3.0	6.0	5.0				Unknown
bYfk8y7BXS	3.0	3.0	3.0	5.0				Unknown
_7YnfGdDVML	3.0	3.0	6.0					Unknown
DIjCrlsu6Z	6.0	8.0	8.0					Unknown
IPy3URgH47U	5.0	5.0	6.0	5.0	6.0			Unknown
3pugbNqOh5m	8.0	6.0	6.0					Unknown
AlPBx2zq7Jt	6.0	5.0	3.0	6.0				Unknown
vgqS1vkkCbE	6.0	6.0	6.0	6.0				Unknown
7KdAoOsI81C	6.0	8.0	5.0	5.0				Unknown
f9JwVXMJ1Up	5.0	8.0	5.0	3.0	5.0			Unknown
buSCIu6izBY	3.0	1.0	3.0					Unknown
g5odb-gVVZY	3.0	5.0	8.0	5.0				Unknown
ef0nInZHKIC	6.0	6.0	5.0	6.0	6.0			Unknown
3wNcr5nq56	6.0	6.0	6.0	8.0				Unknown
JJCjv4dAbyL	8.0	6.0	8.0	8.0				Unknown
uHv20yi8saL	8.0	6.0	6.0	3.0				Unknown
jgAl403zfau	5.0	6.0	6.0	6.0				Unknown
E4EE_ohFGz	3.0	6.0	5.0	8.0				Unknown
JVsvIuMDE0Z	5.0	5.0	3.0	5.0				Unknown
Py8WbvKH_wv	5.0	5.0	6.0	6.0				Unknown
B8DVo9B1YE0	8.0	8.0	6.0	8.0				Unknown
66kgCIYQW3	6.0	5.0	5.0	5.0				Unknown
GDUfz1phf06	8.0	5.0	5.0	3.0				Unknown
IEsx-jwFk3g	5.0	6.0	6.0	5.0				Unknown
3kTt_W1_tgw	5.0	6.0	6.0	6.0				Unknown
FWiwSGJ_Bpa	5.0	5.0	3.0					Unknown
4l5iO9eoh3f	3.0	6.0	5.0	5.0				Unknown
CgIEctmcXx1	5.0	6.0	5.0	6.0				Unknown
6Tk2noBdvxt	8.0	8.0	8.0					Unknown
cLcLdwOfhoe	6.0	3.0	5.0	5.0				Unknown
vLz0e9S-iF3	5.0	3.0	3.0					Unknown
-70L8lpp9DF	8.0	6.0	8.0	10.0				Unknown
3XD_rnM97s	6.0	5.0	3.0	6.0	8.0			Unknown
LGTmlJ10Kes	6.0	3.0	5.0					Unknown
AmUhwTOHgm	5.0	6.0	5.0	6.0				Unknown
8f95ajHrIFc	5.0	6.0	5.0	6.0				Unknown
kZ0UYdhqkNY	6.0	8.0	6.0	8.0				Unknown
kDF4Owotj5j	8.0	6.0	5.0	5.0				Unknown
bjy5Zb2fo2	5.0	5.0	6.0	6.0				Unknown
qTHBE7E9iej	8.0	8.0	8.0	8.0				Unknown
xs-tJn58XKv	6.0	3.0	6.0	3.0	6.0			Unknown
u6s8dSporO8	6.0	5.0	8.0	5.0				Unknown
Ug-bgjgSlKV	8.0	6.0	5.0	6.0				Unknown
tm9-r3-O2lt	5.0	3.0	6.0	3.0				Unknown
UGINpaICVOt	3.0	1.0	3.0	3.0	1.0			Unknown
7grkzyj89A_	6.0	6.0	6.0					Unknown
BK-4qbGgIE3	8.0	8.0	8.0	6.0				Unknown
JtBRnrlOEFN	5.0	5.0	6.0	8.0	6.0			Unknown
aPOpXlnV1T	6.0	6.0	6.0					Unknown
7fFO4cMBx_9	5.0	8.0	5.0	5.0				Unknown
Ix_mh42xq5w	6.0	6.0	6.0	6.0				Unknown
AIgn9uwfcD1	8.0	5.0	6.0	6.0				Unknown
hm2tNDdgaFK	6.0	5.0	8.0	8.0				Unknown
c-4HSDAWua5	6.0	8.0	8.0	5.0				Unknown
nO5caZwFwYu	8.0	8.0	6.0	6.0				Unknown
e0uknAgETh	5.0	5.0	5.0	5.0				Unknown
1-lFH8oYTI	8.0	5.0	5.0	5.0				Unknown
ziRLU3Y2PN_	3.0	8.0	8.0	8.0				Unknown
FASW5Ed837	5.0	3.0	5.0	6.0				Unknown
3jooF27-0Wy	8.0	6.0	6.0	6.0				Unknown
S0NsaRIxvQ	5.0	6.0	8.0	5.0				Unknown
qpcG27kYK6z	6.0	5.0	5.0	5.0				Unknown
I-nQMZfQz7F	6.0	1.0	5.0	6.0				Unknown
84NMXTHYe-	6.0	6.0	5.0	8.0				Unknown
7TZeCsNOUB_	5.0	8.0	6.0	6.0				Unknown
F72ximsx7C1	5.0	5.0	6.0	8.0				Unknown
7pZiaojaVGU	5.0	6.0	5.0	5.0	3.0			Unknown
GOr80bgf52v	6.0	5.0	5.0	5.0				Unknown
YpBHDlalKDG	6.0	6.0	6.0	5.0				Unknown
6u6N8WWwYSM	8.0	8.0	6.0	6.0				Unknown
GMYWzWztDx5	8.0	8.0	5.0	5.0				Unknown
7YDLgf9_zgm	8.0	8.0	5.0	8.0				Unknown
1Z3h4rCLvo-	5.0	6.0	5.0	5.0				Unknown
OxgLa0VEyg-	6.0	6.0	3.0	8.0				Unknown
zXM0b4hi5_B	6.0	6.0	6.0	8.0				Unknown
cD0O_Sc-wNy	8.0	3.0	5.0	6.0				Unknown
ONTz_GFWkFR	8.0	5.0	5.0	5.0				Unknown
2hMEdc35xZ6	3.0	3.0	5.0	3.0	3.0			Unknown
Y2eS8eWCsyG	5.0	5.0	5.0	3.0				Unknown
-H48S9ePSUC	5.0	6.0	3.0	6.0	6.0			Unknown
mniwiEAuzL	6.0	6.0	6.0	5.0				Unknown
_4GFbtOuWq-	6.0	8.0	6.0	6.0				Unknown
okmZ6-zU6Lz	3.0	6.0	6.0					Unknown
HTx7vrlLBEj	6.0	8.0	6.0					Unknown
g8NJR6fCCl8	8.0	5.0	8.0					Unknown
UvNXZgJAOAP	3.0	5.0	3.0	6.0				Unknown
OtEDS2NWhqa	8.0	6.0	5.0					Unknown
wQStfB93RZZ	5.0	6.0	5.0	5.0				Unknown
QNW1OrjynpT	3.0	5.0	6.0	6.0	5.0			Unknown
Nct9j3BVswZ	5.0	6.0	6.0	6.0				Unknown
KoCzLK1Hugc	6.0	5.0	3.0	6.0				Unknown
ghTlLwlBS-	5.0	3.0	6.0	5.0				Unknown
d20jtFYzyxe	5.0	5.0	6.0	3.0				Unknown
WAid50QschI	8.0	8.0	8.0	6.0				Unknown
YedA6OCN6X	3.0	1.0	8.0	5.0				Unknown
45L_dgP48Vd	8.0	6.0	8.0	6.0				Unknown
uoBAKAFkVKx	3.0	5.0	5.0	5.0				Unknown
WE4qe9xlnQw	8.0	6.0	6.0	6.0				Unknown
nLb60uXd6Np	6.0	6.0	6.0	3.0				Unknown
fpU10jwpPvw	6.0	1.0	3.0					Unknown
5y35LXrRMMz	6.0	3.0	10.0	5.0				Unknown
P-gDXxGYCib	3.0	8.0	5.0	5.0				Unknown
iedYJm92o0a	3.0	8.0	8.0	3.0				Unknown
VTNjxbFRKly	8.0	6.0	5.0	5.0	5.0			Unknown
Eceabn-Spyz	5.0	6.0	5.0	5.0				Unknown
k-sNDIPY-1T	6.0	3.0	8.0					Unknown
WTXMNULQ3Uu	3.0	6.0	5.0	3.0				Unknown
gLtMe3vpfZa	6.0	5.0	6.0	6.0				Unknown
HHUSDJb_4KJ	6.0	6.0	3.0	3.0				Unknown
R332S76RjxS	3.0	6.0	8.0	8.0				Unknown
xVlPHwnNKv	3.0	8.0	5.0	3.0				Unknown
LYpBYvxIY_R	5.0	3.0	5.0	6.0				Unknown
6q_2b6u0BnJ	6.0	8.0	6.0					Unknown
vqGi8Kp0wM	8.0	6.0	6.0					Unknown
fHeK814NOMO	5.0	3.0	8.0	6.0	8.0	10.0		Unknown
L2a_bcarHcF	8.0	5.0	6.0	5.0				Unknown
fPhKeld3Okz	6.0	8.0	6.0	6.0				Unknown
mKDtUtxIGJ	6.0	6.0	8.0	5.0				Unknown
kl8flCo98nm	3.0	5.0	3.0	3.0				Unknown
2f1z55GVQN	8.0	6.0	8.0					Unknown
eW5R4Cek6y6	8.0	8.0	5.0	8.0				Unknown
vRhkfX8G_H9	3.0	5.0	3.0	3.0				Unknown
kezNJydWvE	5.0	8.0	6.0					Unknown
mhYUBYNoGz	8.0	6.0	8.0	6.0				Unknown
cGDAkQo1C0p	6.0	8.0	5.0					Unknown
Azh9QBQ4tR7	6.0	6.0	8.0	6.0				Unknown
Ew4hVmrrqJE	6.0	5.0	5.0	8.0				Unknown
gc8zLQWf2k	6.0	8.0	5.0	5.0				Unknown
5xEgrl_5FAJ	8.0	6.0	5.0	6.0	6.0			Unknown
qwBK94cP1y	6.0	8.0	6.0					Unknown
twgEkDwFTP	5.0	3.0	6.0	3.0				Unknown
6g4VoBTaq6I	3.0	3.0	8.0	8.0				Unknown
Gpp1dfvZYYH	6.0	5.0	8.0	5.0				Unknown
hC474P6AqN-	3.0	6.0	3.0	3.0				Unknown
PtSAD3caaA2	5.0	6.0	8.0	6.0				Unknown
3ILxkQ7yElm	6.0	8.0	1.0					Unknown
KBuOP5HrVQ0	5.0	3.0	3.0					Unknown
1L0C5ROtFp	8.0	8.0	10.0					Unknown
To-R742x7se	6.0	5.0	8.0					Unknown
vkaMaq95_rX	8.0	3.0	6.0					Unknown
xm6YD62D1Ub	6.0	6.0	6.0	3.0				Unknown
OZ_2rF2D4Nw	5.0	5.0	6.0					Unknown
